option,open_interest,symbol,volume_change,volume,open_interest_change,close,ticker,change
JAN 15 70 Call,"-10,276",MDT150117C00070000,220,(-13.50%),(-97.90%),4.47,MDT,-0.70
JAN 15 15 Call,-125,JDSU150117C00015000,11,0.00%,(-91.90%),0.13,JDSU,0.00
JAN 15 87.5 Call,"-2,005",PRU150117C00087500,79,(+3.30%),(-96.20%),2.18,PRU,+0.07
JAN 15 35 Put,"-16,764",GME150117P00035000,90,(-9.90%),(-99.50%),1.41,GME,-0.15
JAN 15 30 Put,+121,X150117P00030000,165,(+10.20%),(+275.00%),1.13,X,+0.10
JAN 15 44 Call,-28,USB150117C00044000,60,(+13.10%),(-31.80%),0.99,USB,+0.12
JAN 15 80 Call,+14,FDO150117C00080000,17,(-5.20%),(+466.70%),1.38,FDO,-0.08
JAN 15 70 Call,-18,ADSK150117C00070000,12,(-11.60%),(-60.00%),0.31,ADSK,-0.04
JAN 16 70 Call,-533,ABBV160115C00070000,47,(+8.70%),(-91.90%),6.25,ABBV,+0.50
DEC 14 72 Call,"+10,010",XLY141220C00072000,"10,014",(-12.20%),(+250250.00%),0.40,XLY,-0.05
JAN 15 50 Call,"+8,398",AAL150117C00050000,"9,985",(+39.50%),(+529.20%),2.55,AAL,+0.72
DEC 14 15 Call,"+8,225",AEO141220C00015000,"9,960",(-44.40%),(+474.10%),0.25,AEO,-0.20
DEC 14 58 Put,"+8,228",EFA141220P00058000,"9,797",0.00%,(+524.40%),0.05,EFA,0.00
JAN 15 28 Call,"+6,829",CSCO150117C00028000,"9,514",(-21.70%),(+254.30%),0.42,CSCO,-0.12
DEC 14 75 Call,"-14,235",FB141220C00075000,"9,397",(+4.50%),(-60.20%),1.63,FB,+0.07
DEC 14 65 Put,+432,COP141220P00065000,"8,489",(+68.90%),(+5.40%),0.52,COP,+0.21
DEC 14 49 Call,"+5,351",MSFT141220C00049000,"8,110",(+80.00%),(+193.90%),0.63,MSFT,+0.28
DEC 14 25 Call,"-72,209",XLF141220C00025000,"8,055",(-7.70%),(-90.00%),0.06,XLF,0.00
JAN 15 50 Call,"-29,040",EWZ150117C00050000,"8,010",(-36.40%),(-78.40%),0.03,EWZ,-0.02
JAN 15 17 Call,"+5,300",AVNR150117C00017000,"7,796",(+133.30%),(+212.30%),0.18,AVNR,+0.10
MAR 15 55 Put,"+7,202",RRC150320P00055000,"7,202",(+55.10%),0.00%,2.68,RRC,+0.95
JAN 15 34 Put,"+6,950",CNX150117P00034000,"6,950",(+35.90%),0.00%,0.70,CNX,+0.18
JAN 15 24 Put,"+6,279",USO150117P00024000,"6,923",(+5.00%),(+975.00%),0.63,USO,+0.03
JAN 15 38.5 Put,"+6,563",HFC150117P00038500,"6,563",(+26.30%),0.00%,0.60,HFC,+0.13
JAN 15 50 Call,"+6,198",CTRP150117C00050000,"6,368",(-16.70%),(+3645.90%),1.50,CTRP,-0.30
JAN 15 110 Call,+752,CVX150117C00110000,765,(-16.80%),(+5784.60%),4.70,CVX,-0.95
DEC 14 75 Put,"+1,270",RCL141220P00075000,"1,292",0.00%,(+5772.70%),1.09,RCL,0.00
DEC 14 567.5 Call,+461,GOOGL141220C00567500,469,(+100.00%),(+5762.50%),1.10,GOOGL,+0.55
DEC 14 55 Call,"+1,495",DXJ141220C00055000,"1,521",(+1.70%),(+5750.00%),2.33,DXJ,+0.04
DEC 14 30 Put,"+2,097",CONN141220P00030000,"2,134",(+15.00%),(+5667.60%),1.15,CONN,+0.15
JAN 15 60 Put,"+1,160",FLR150117P00060000,"1,181",(+21.70%),(+5523.80%),1.40,FLR,+0.25
DEC 14 39.5 Put,"+2,629",EEM141220P00039500,"2,677",(-14.80%),(+5477.10%),0.23,EEM,-0.04
MAR 15 116 Call,"+1,474",GLD150320C00116000,"1,501",(-6.60%),(+5459.30%),4.25,GLD,-0.30
DEC 14 39 Call,"+1,123",PAY141220C00039000,"1,144",(-20.00%),(+5347.60%),0.40,PAY,-0.10
DEC 14 81 Call,"+1,005",GPRO141220C00081000,"1,024",(-28.60%),(+5289.50%),1.00,GPRO,-0.40
APR 15 13 Call,+512,XRX150417C00013000,522,0.00%,(+5120.00%),1.54,XRX,0.00
JAN 16 42 Put,+490,FCX160115P00042000,500,(+0.90%),(+4900.00%),17.20,FCX,+0.15
JAN 15 50 Call,+294,FIVE150117C00050000,300,(-11.10%),(+4900.00%),0.80,FIVE,-0.10
DEC 14 68 Put,+980,ABBV141220P00068000,"1,000",(-29.20%),(+4900.00%),0.85,ABBV,-0.35
DEC 14 45 Call,+294,CRZO141220C00045000,300,(-33.30%),(+4900.00%),0.30,CRZO,-0.15
DEC 14 29 Call,+490,TMUS141220C00029000,500,(-21.20%),(+4900.00%),0.52,TMUS,-0.14
DEC 14 23.5 Call,"+1,992",UUP141220C00023500,"2,033",(-28.00%),(+4858.50%),0.18,UUP,-0.07
DEC 14 17.5 Call,+22,AHS141220C00017500,+22,(+25.00%),0.00%,0.50,AHS,+0.10
FEB 15 45 Call,+20,E150220C00045000,+20,(+25.00%),0.00%,0.50,E,+0.10
FEB 15 20 Call,0,LOCK150220C00020000,0,(+25.00%),0.00%,0.50,LOCK,+0.10
DEC 14 44 Call,-4,SHLD141220C00044000,-4,(+25.00%),(-25.00%),0.50,SHLD,+0.10
DEC 14 17 Call,+12,JDST141220C00017000,+12,(+25.00%),(+27.90%),3.00,JDST,+0.60
DEC 14 22.5 Call,"-1,914",IMOS141220C00022500,"-1,914",(+25.00%),(-90.80%),0.75,IMOS,+0.15
DEC 14 60 Call,+359,BLUE141220C00060000,+359,(+24.00%),(+664.80%),1.55,BLUE,+0.30
JAN 15 60 Call,-114,RKT150117C00060000,-114,(+24.00%),(-73.50%),1.55,RKT,+0.30
APR 15 105 Call,+17,SWK150417C00105000,+17,(+23.80%),0.00%,1.30,SWK,+0.25
DEC 14 36 Call,-186,FOX141220C00036000,-186,(+23.10%),(-93.00%),0.80,FOX,+0.15
JAN 15 62.5 Call,+65,BHI150117C00062500,+65,(+22.80%),(+135.40%),1.40,BHI,+0.26
DEC 14 90 Call,"+1,397",AET141220C00090000,"1,771",(-23.50%),(+373.50%),1.04,AET,-0.32
JAN 15 92.5 Call,"+1,725",EXPE150117C00092500,"1,767",(+29.50%),(+4107.10%),1.98,EXPE,+0.45
DEC 14 119.5 Put,"+1,667",TLT141220P00119500,"1,757",(-42.60%),(+1852.20%),0.37,TLT,-0.28
JAN 15 37 Call,"+1,711",X150117C00037000,"1,749",(-3.50%),(+4502.60%),0.55,X,-0.02
DEC 14 17 Put,"+1,693",KBR141220P00017000,"1,736",(+55.60%),(+3937.20%),0.70,KBR,+0.25
JAN 15 80 Call,"+1,255",SBUX150117C00080000,"1,727",(+22.40%),(+265.90%),2.60,SBUX,+0.47
SEP 15 220 Call,+726,DIA150918C00220000,"1,726",(-46.70%),(+72.60%),0.08,DIA,-0.07
DEC 14 21 Call,"+1,235",GLW141220C00021000,"1,726",(-31.20%),(+251.50%),0.49,GLW,-0.22
DEC 14 220 Put,"+1,722",EQIX141220P00220000,"1,722",(-47.10%),0.00%,1.35,EQIX,-1.20
JAN 15 50 Put,"+1,690",AFSI150117P00050000,"1,701",(-6.20%),(+15363.60%),5.30,AFSI,-0.35
APR 15 10 Call,"-1,626",SALE150417C00010000,"1,687",(-2.20%),(-49.10%),4.55,SALE,-0.10
JAN 15 70 Call,"+1,678",DDD150117C00070000,"1,678",(+200.00%),0.00%,0.02,DDD,+0.01
JAN 15 23 Call,"+1,612",DUST150117C00023000,"1,664",(+5.00%),(+3100.00%),5.25,DUST,+0.25
DEC 14 27.5 Call,"+1,607",AEM141220C00027500,"1,660",(-51.80%),(+3032.10%),0.20,AEM,-0.22
DEC 14 170 Call,"+1,434",IBM141220C00170000,"1,623",(-16.70%),(+758.70%),0.20,IBM,-0.04
DEC 14 14 Put,+81,EXPR141220P00014000,"1,616",(+68.00%),(+5.30%),1.05,EXPR,+0.42
JAN 16 70 Put,+993,WMT160115P00070000,"1,002",(+3.40%),(+11033.30%),1.50,WMT,+0.05
DEC 14 100 Call,"+1,075",DPZ141220C00100000,"1,085",0.00%,(+10750.00%),0.75,DPZ,0.00
APR 15 90 Call,"+1,392",VMW150417C00090000,"1,405",(-9.80%),(+10707.70%),3.70,VMW,-0.40
JAN 16 75 Call,+844,DD160115C00075000,852,(+2.70%),(+10550.00%),3.80,DD,+0.10
FEB 15 48 Call,"+1,040",KO150220C00048000,"1,050",(-15.00%),(+10400.00%),0.17,KO,-0.03
JAN 15 44 Call,"+10,411",DAL150117C00044000,"10,516",(+44.50%),(+9915.20%),3.70,DAL,+1.14
DEC 14 27 Call,+693,ACHN141220C00027000,700,(-33.30%),(+9900.00%),0.40,ACHN,-0.20
JAN 15 26 Call,"+3,046",UNG150117C00026000,"3,077",(-33.30%),(+9825.80%),0.14,UNG,-0.07
JAN 15 55 Call,"+2,551",ADM150117C00055000,"2,577",(-37.20%),(+9811.50%),0.54,ADM,-0.32
MAR 15 185 Call,"+1,245",WYNN150320C00185000,"1,258",(-36.40%),(+9576.90%),2.45,WYNN,-1.40
DEC 14 54.5 Call,"+1,530",IP141220C00054500,"1,546",(+16.80%),(+9562.50%),1.11,IP,+0.16
DEC 14 23 Put,"+1,983",TSM141220P00023000,"2,004",(+20.00%),(+9442.90%),0.60,TSM,+0.10
JAN 15 22 Call,+31,MGM150117C00022000,166,(-12.50%),(+23.00%),0.74,MGM,-0.10
JAN 15 25 Call,-4,SUNE150117C00025000,125,(-12.60%),(-3.10%),0.49,SUNE,-0.07
FEB 15 45 Call,-937,A150220C00045000,12,0.00%,(-98.70%),1.69,A,0.00
DEC 14 110 Call,"-1,079",GILD141220C00110000,"1,980",(+25.00%),(-35.30%),0.23,GILD,+0.05
DEC 14 22 Put,-218,VIPS141220P00022000,33,(-11.10%),(-86.90%),0.80,VIPS,-0.10
JAN 16 25 Call,-850,GLW160115C00025000,72,(-4.10%),(-92.20%),0.93,GLW,-0.04
JAN 15 15 Call,-72,ACAS150117C00015000,25,(+3.10%),(-74.20%),0.50,ACAS,+0.02
JAN 15 140 Call,+97,VRX150117C00140000,122,(-9.70%),(+388.00%),8.85,VRX,-0.95
JAN 15 44 Call,+103,WFM150117C00044000,103,(+13.00%),0.00%,5.00,WFM,+0.58
JAN 16 22 Call,+347,BKS160115C00022000,347,(-20.50%),0.00%,3.50,BKS,-0.90
JAN 15 65 Call,+22,HCA150117C00065000,22,(+27.20%),0.00%,7.95,HCA,+1.70
FEB 15 25 Call,+204,PHH150220C00025000,208,(-21.70%),(+5100.00%),0.45,PHH,-0.12
JAN 15 75 Put,"-3,860",SBUX150117P00075000,246,(-31.80%),(-94.00%),0.29,SBUX,-0.14
JAN 15 45 Call,-132,BRCM150117C00045000,309,(+5.70%),(-29.90%),1.02,BRCM,+0.06
APR 15 15 Call,"-6,296",INFN150417C00015000,228,(-12.50%),(-96.50%),1.40,INFN,-0.20
JAN 15 22 Call,"-4,046",ATVI150117C00022000,189,(+21.50%),(-95.50%),0.74,ATVI,+0.13
JAN 15 100 Call,+120,PEP150117C00100000,955,(-14.90%),(+14.40%),0.97,PEP,-0.17
JAN 15 60 Call,-33,TBT150117C00060000,20,(-7.70%),(-62.30%),0.06,TBT,-0.01
DEC 14 40 Put,+77,LE141220P00040000,77,(-15.20%),0.00%,0.98,LE,-0.17
JAN 15 150 Put,+39,GS150117P00150000,41,(-13.30%),(+1950.00%),0.20,GS,-0.03
DEC 14 30 Put,"-9,457",SWN141220P00030000,205,(-3.60%),(-97.90%),1.20,SWN,-0.05
JAN 15 50 Call,-411,LULU150117C00050000,567,(+4.60%),(-42.00%),1.60,LULU,+0.07
JAN 15 45 Call,"-8,319",CCE150117C00045000,11,(-9.80%),(-99.90%),0.93,CCE,-0.10
JAN 15 57.5 Call,"+1,390",CMCSA150117C00057500,"6,175",(-27.30%),(+29.00%),0.93,CMCSA,-0.35
JAN 15 23 Put,"+5,566",UUP150117P00023000,"6,096",(+8.30%),(+1050.20%),0.07,UUP,0.00
JAN 15 20 Put,"+5,777",DWA150117P00020000,"5,947",(-21.90%),(+3398.20%),0.63,DWA,-0.18
JAN 15 50 Call,"+4,886",VZ150117C00050000,"5,901",0.00%,(+481.40%),0.42,VZ,0.00
DEC 14 43 Call,"+5,688",CCL141220C00043000,"5,735",(+27.30%),(+12102.10%),1.40,CCL,+0.30
FEB 15 42 Put,"+5,599",BRCM150220P00042000,"5,664",(-6.40%),(+8613.80%),1.62,BRCM,-0.11
APR 15 75 Call,"+5,541",LLY150417C00075000,"5,585",(+38.90%),(+12593.20%),1.50,LLY,+0.42
MAY 15 13 Put,"+5,569",TCK150515P00013000,"5,569",(+36.20%),0.00%,1.02,TCK,+0.27
MAR 15 37 Put,"+4,900",JNK150320P00037000,"5,550",(-6.30%),(+753.80%),0.38,JNK,-0.03
DEC 14 55.5 Call,"+5,185",C141220C00055500,"5,477",(-7.40%),(+1775.70%),0.56,C,-0.04
JAN 15 120 Call,+313,BABA150117C00120000,"5,469",(-25.80%),(+6.10%),1.73,BABA,-0.60
JAN 15 14 Call,"+5,098",RFMD150117C00014000,"5,343",(+27.60%),(+2080.80%),1.85,RFMD,+0.40
JAN 15 70 Call,"+5,308",STJ150117C00070000,"5,329",(+9.40%),(+25276.20%),1.75,STJ,+0.15
DEC 14 26 Call,"+3,431",GE141220C00026000,"5,324",(-36.60%),(+181.20%),0.36,GE,-0.21
JAN 15 55 Put,"+5,078",EBAY150117P00055000,"5,166",(+5.20%),(+5770.50%),1.71,EBAY,+0.08
JAN 15 70 Call,+479,AKAM150117C00070000,489,(+30.30%),(+4790.00%),0.43,AKAM,+0.10
JAN 16 20 Put,"+2,001",GE160115P00020000,"2,043",(+4.10%),(+4764.30%),0.51,GE,+0.02
JAN 15 50 Put,+426,ALK150117P00050000,435,(-8.30%),(+4733.30%),0.55,ALK,-0.05
JAN 16 17 Put,+372,INVN160115P00017000,380,(+4.70%),(+4650.00%),6.70,INVN,+0.30
JAN 17 18 Put,+277,USG170120P00018000,283,(-8.60%),(+4616.70%),1.60,USG,-0.15
MAR 15 24 Call,"+2,329",MGM150320C00024000,"2,380",(-8.10%),(+4566.70%),0.57,MGM,-0.05
DEC 14 38 Call,"+11,484",TWTR141220C00038000,"11,736",(-12.40%),(+4557.10%),1.77,TWTR,-0.25
JAN 15 30 Call,+452,HMC150117C00030000,462,(+3.30%),(+4520.00%),1.55,HMC,+0.05
JAN 15 37 Call,"+1,711",X150117C00037000,"1,749",(-5.00%),(+4502.60%),0.57,X,-0.03
JAN 15 18 Put,+494,NE150117P00018000,505,(+25.90%),(+4490.90%),2.04,NE,+0.42
JAN 15 16 Call,+444,NBR150117C00016000,454,(-21.70%),(+4440.00%),0.18,NBR,-0.05
JAN 17 45 Call,+266,MSFT170120C00045000,272,(+7.00%),(+4433.30%),7.60,MSFT,+0.50
MAR 15 29 Put,+439,PFE150320P00029000,449,(+2.70%),(+4390.00%),0.38,PFE,+0.01
MAR 15 20 Put,"+1,580",HTZ150320P00020000,"1,580",0.00%,0.00%,0.83,HTZ,0.00
APR 15 10 Call,"+1,578",BCOR150417C00010000,"1,578",(-6.60%),0.00%,4.25,BCOR,-0.30
DEC 14 113 Put,"+1,572",NSC141220P00113000,"1,572",(+126.50%),0.00%,6.40,NSC,+3.58
JAN 15 40 Put,"-8,157",BKW150117P00040000,"1,571",(-7.70%),(-83.90%),6.00,BKW,-0.50
APR 15 20 Put,-461,HLSS150417P00020000,"1,564",(-11.10%),(-22.80%),2.20,HLSS,-0.27
JUL 15 35 Call,"+1,358",ASHR150717C00035000,"1,373",(+112.50%),(+9053.30%),3.40,ASHR,+1.80
DEC 14 82.5 Put,+992,DHR141220P00082500,"1,003",(+8.30%),(+9018.20%),0.65,DHR,+0.05
JAN 16 22 Put,"+1,966",CSCO160115P00022000,"1,988",(+1.40%),(+8936.40%),0.71,CSCO,+0.01
MAR 15 18 Put,+890,NEM150320P00018000,900,(+10.50%),(+8900.00%),1.05,NEM,+0.10
DEC 14 100 Call,"+1,299",SSYS141220C00100000,"1,314",(-19.00%),(+8660.00%),0.85,SSYS,-0.20
FEB 15 42 Put,"+5,599",BRCM150220P00042000,"5,664",(-5.70%),(+8613.80%),1.66,BRCM,-0.10
APR 15 58 Call,"+1,432",EWY150417C00058000,"1,449",(+18.50%),(+8423.50%),1.60,EWY,+0.25
JAN 16 65 Call,+755,DVN160115C00065000,764,(-9.80%),(+8388.90%),5.50,DVN,-0.60
FEB 15 25 Put,+671,USO150220P00025000,679,(+6.20%),(+8387.50%),1.37,USO,+0.08
JAN 15 28 Put,"+1,842",EWG150117P00028000,"1,864",(-9.10%),(+8372.70%),0.50,EWG,-0.05
DEC 14 81 Put,+586,SBUX141220P00081000,593,(-42.10%),(+8371.40%),0.99,SBUX,-0.72
JAN 15 44 Put,"+2,202",LEN150117P00044000,"2,229",(+11.90%),(+8155.60%),1.13,LEN,+0.12
JAN 16 22 Put,"+3,950",XLF160115P00022000,"4,000",(-1.00%),(+7900.00%),1.01,XLF,-0.01
MAR 15 85 Call,+620,TRIP150320C00085000,628,(+9.40%),(+7750.00%),3.50,TRIP,+0.30
JAN 15 60 Put,"+1,550",LOW150117P00060000,"1,570",(-14.60%),(+7750.00%),0.35,LOW,-0.06
JAN 15 52.5 Call,+549,WFC150117C00052500,728,(+1.90%),(+306.70%),2.48,WFC,+0.04
DEC 14 90 Put,+126,HYG141220P00090000,398,(-5.30%),(+46.30%),0.45,HYG,-0.02
JAN 15 90 Call,-96,AZN150117C00090000,57,(-45.50%),(-62.70%),0.15,AZN,-0.13
DEC 14 45 Put,-210,XLU141220P00045000,403,(-7.00%),(-34.30%),0.27,XLU,-0.02
JAN 15 70 Put,-306,KORS150117P00070000,302,(-17.90%),(-50.30%),0.80,KORS,-0.18
JAN 15 50 Call,-176,TWTR150117C00050000,483,(-7.70%),(-26.70%),0.18,TWTR,-0.02
APR 15 25 Put,+133,USO150417P00025000,139,(+3.50%),(+2216.70%),1.76,USO,+0.06
JAN 15 30 Put,"+1,271",MS150117P00030000,"1,772",(-33.30%),(+253.70%),0.05,MS,-0.03
JAN 15 65 Call,-1,LNG150117C00065000,24,(-1.70%),(-4.00%),7.15,LNG,-0.13
JAN 15 72.5 Call,"-1,204",QCOM150117C00072500,"1,208",(-20.00%),(-49.90%),2.38,QCOM,-0.60
JAN 15 55 Call,"-1,087",AIG150117C00055000,112,(+8.80%),(-90.70%),1.31,AIG,+0.11
JAN 16 52.5 Put,+3,BHI160115P00052500,90,(+1.90%),(+3.40%),5.30,BHI,+0.10
JAN 15 17 Put,+281,UNG150117P00017000,867,(+53.50%),(+48.00%),0.54,UNG,+0.19
JAN 16 10 Put,+400,UVXY160115P00010000,405,(+4.40%),(+8000.00%),3.58,UVXY,+0.15
JAN 15 37 Call,0,FCX150117C00037000,29,0.00%,0.00%,0.02,FCX,0.00
JAN 15 87.5 Call,-724,DHR150117C00087500,64,(-13.50%),(-91.90%),0.80,DHR,-0.13
JAN 15 70 Put,+103,BEAV150117P00070000,120,(+7.00%),(+605.90%),1.15,BEAV,+0.07
MAY 15 60 Put,"+5,127",DGX150515P00060000,"5,129",(+32.50%),(+256350.00%),2.65,DGX,+0.65
JAN 15 75 Call,-24,QCOM150117C00075000,"5,118",(-22.80%),(-0.50%),1.17,QCOM,-0.35
JAN 15 97.5 Call,"+5,028",APC150117C00097500,"5,048",(-14.60%),(+25140.00%),0.70,APC,-0.12
JAN 15 32 Call,"+4,361",PFE150117C00032000,"5,024",(-9.50%),(+657.80%),0.57,PFE,-0.06
JUL 15 32 Put,+303,MS150717P00032000,310,(-8.60%),(+4328.60%),0.96,MS,-0.09
JAN 15 42.5 Put,+735,HLF150117P00042500,752,(-1.10%),(+4323.50%),4.40,HLF,-0.05
MAR 15 60 Call,+732,C150320C00060000,749,0.00%,(+4305.90%),0.63,C,0.00
MAR 15 20 Call,+514,P150320C00020000,526,(-16.70%),(+4283.30%),1.75,P,-0.35
JAN 15 30 Call,"+1,279",BCEI150117C00030000,"1,309",(-42.90%),(+4263.30%),0.60,BCEI,-0.45
DEC 14 90 Put,"+1,158",XRT141220P00090000,"1,173",(+27.30%),(+7720.00%),0.56,XRT,+0.12
JAN 15 20 Put,"+1,302",ATVI150117P00020000,"1,319",(-15.60%),(+7658.80%),0.27,ATVI,-0.05
DEC 14 62.5 Call,"+1,136",RRC141220C00062500,"1,151",(-60.30%),(+7573.30%),1.35,RRC,-2.05
MAR 15 115 Put,+449,ULTA150320P00115000,455,(-1.60%),(+7483.30%),6.10,ULTA,-0.10
JAN 15 82.5 Call,+592,LNG150117C00082500,600,0.00%,(+7400.00%),0.93,LNG,0.00
JAN 15 21 Put,"+1,514",TER150117P00021000,"1,535",(+7.10%),(+7209.50%),1.50,TER,+0.10
MAR 15 30 Call,+504,NFX150320C00030000,511,(-24.30%),(+7200.00%),1.40,NFX,-0.45
DEC 14 35 Put,+718,VOD141220P00035000,728,(+3.30%),(+7180.00%),0.63,VOD,+0.02
DEC 14 55 Call,"+1,278",YELP141220C00055000,"1,296",(+2.40%),(+7100.00%),2.10,YELP,+0.05
MAY 15 15 Call,+33,MRVL150515C00015000,52,(-2.40%),(+173.70%),1.22,MRVL,-0.03
JAN 15 35 Put,-298,COH150117P00035000,19,(+12.50%),(-94.00%),1.35,COH,+0.15
DEC 14 25 Put,"-7,143",JD141220P00025000,89,0.00%,(-98.80%),1.18,JD,0.00
JAN 15 50 Call,-70,BP150117C00050000,60,(-14.30%),(-53.80%),0.06,BP,-0.01
JAN 15 20 Call,+69,SC150117C00020000,500,(-25.00%),(+16.00%),0.30,SC,-0.10
JAN 15 42 Call,-624,ORCL150117C00042000,582,(-10.50%),(-51.70%),1.07,ORCL,-0.13
JAN 15 17 Put,+192,AMLP150117P00017000,344,(-10.00%),(+126.30%),0.23,AMLP,-0.02
JAN 15 47 Put,"+13,354",XOP150117P00047000,"17,431",(+32.20%),(+327.50%),2.22,XOP,+0.54
JAN 15 30 Put,+29,TSLA150117P00030000,29,(-66.70%),0.00%,0.01,TSLA,-0.01
JAN 15 50 Call,-360,TEVA150117C00050000,151,(+4.20%),(-70.50%),8.00,TEVA,+0.32
JAN 15 100 Call,-373,XOM150117C00100000,874,(-15.10%),(-29.90%),0.40,XOM,-0.07
JAN 15 52.5 Call,-90,LAMR150117C00052500,79,(-11.70%),(-53.30%),1.33,LAMR,-0.18
JAN 15 60 Call,"-1,064",HAL150117C00060000,17,0.00%,(-98.40%),0.04,HAL,0.00
JAN 15 35 Call,-411,DB150117C00035000,71,(-25.00%),(-85.30%),0.30,DB,-0.10
JAN 15 20 Call,+50,NBR150117C00020000,50,(-16.70%),0.00%,0.03,NBR,0.00
DEC 14 116 Put,+40,TLT141220P00116000,53,(-23.50%),(+307.70%),0.07,TLT,-0.02
JAN 15 115 Put,+13,BA150117P00115000,18,(+1.80%),(+260.00%),0.29,BA,+0.01
DEC 14 24 Call,"+2,065",SDS141220C00024000,"2,080",(-12.50%),(+13766.70%),0.07,SDS,-0.01
JAN 15 24 Call,"+2,579",TIBX150117C00024000,"2,629",0.00%,(+5158.00%),0.03,TIBX,0.00
JAN 15 20 Call,0,SNE150117C00020000,25,(+1.10%),0.00%,2.20,SNE,+0.03
DEC 14 37 Call,-95,LGF141220C00037000,134,(-18.20%),(-41.50%),0.45,LGF,-0.10
JAN 15 38 Put,-76,OIH150117P00038000,50,(+8.00%),(-60.30%),2.38,OIH,+0.17
JAN 15 41.5 Call,+16,CCL150117C00041500,23,(+15.20%),(+228.60%),2.85,CCL,+0.38
DEC 14 25 Put,-436,ANF141220P00025000,116,(+47.60%),(-79.00%),0.16,ANF,+0.05
JAN 15 18 Call,"-6,428",CIEN150117C00018000,"1,097",(-6.80%),(-85.40%),0.55,CIEN,-0.04
JAN 15 105 Call,-494,SLB150117C00105000,369,(+20.90%),(-57.20%),0.26,SLB,+0.04
DEC 14 110 Call,"-15,082",TIF141220C00110000,296,(-6.80%),(-98.10%),0.55,TIF,-0.04
DEC 14 30 Put,"-3,001",FEYE141220P00030000,150,(+5.00%),(-95.20%),1.05,FEYE,+0.05
JAN 15 20 Call,-457,ACHN150117C00020000,71,(-2.60%),(-86.60%),1.88,ACHN,-0.05
JAN 15 20 Call,+11,IPG150117C00020000,11,(-5.10%),0.00%,0.93,IPG,-0.05
APR 15 80 Call,"+5,006",ADBE150417C00080000,"5,006",(-4.40%),0.00%,1.97,ADBE,-0.09
JAN 15 130 Put,"+5,002",VRX150117P00130000,"5,002",(+10.40%),0.00%,2.13,VRX,+0.20
DEC 14 47.5 Call,"+4,871",LULU141220C00047500,"4,915",(+12.80%),(+11070.50%),1.85,LULU,+0.21
FEB 15 70 Put,"+4,758",KORS150220P00070000,"4,782",(-12.40%),(+19825.00%),1.95,KORS,-0.27
JAN 15 65 Put,"+4,768",INFY150117P00065000,"4,768",(+33.30%),0.00%,1.80,INFY,+0.45
DEC 14 75 Call,"+4,673",DOV141220C00075000,"4,713",(-30.50%),(+11682.50%),2.05,DOV,-0.90
DEC 14 70 Call,"+4,708",VFC141220C00070000,"4,708",(-1.20%),0.00%,4.15,VFC,-0.05
APR 15 52.5 Call,"+2,616",WFC150417C00052500,"4,690",(+1.60%),(+126.10%),3.15,WFC,+0.05
APR 15 35 Put,"+4,591",DISCA150417P00035000,"4,591",(+23.10%),0.00%,2.80,DISCA,+0.52
JAN 16 35 Put,"+4,576",OIH160115P00035000,"4,582",(+2.70%),(+76266.70%),3.85,OIH,+0.10
DEC 14 58 Call,"-1,042",DXJ141220C00058000,"4,542",(+1.80%),(-18.70%),0.57,DXJ,+0.01
JAN 16 40 Put,+341,GLNG160115P00040000,349,(-4.90%),(+4262.50%),9.70,GLNG,-0.50
JAN 15 30 Call,+977,PWR150117C00030000,"1,000",(-12.50%),(+4247.80%),1.05,PWR,-0.15
DEC 14 19 Put,"+13,835",GDX141220P00019000,"14,163",(-81.20%),(+4218.00%),0.65,GDX,-2.80
JAN 15 30 Call,+335,SPWR150117C00030000,343,(-10.40%),(+4187.50%),0.60,SPWR,-0.07
JAN 15 92.5 Call,"+1,725",EXPE150117C00092500,"1,767",(+28.10%),(+4107.10%),2.05,EXPE,+0.45
JAN 15 20 Call,-20,ECA150117C00020000,120,(-50.00%),(-14.30%),0.03,ECA,-0.03
JAN 15 30 Call,0,HPQ150117C00030000,30,(-1.60%),0.00%,8.95,HPQ,-0.15
JAN 15 15 Call,-897,RDN150117C00015000,43,(+5.70%),(-95.40%),2.33,RDN,+0.13
JAN 15 25 Call,+184,SYMC150117C00025000,291,(-5.20%),(+172.00%),1.54,SYMC,-0.08
JAN 15 75 Call,+1,TAP150117C00075000,70,(-13.50%),(+1.40%),1.92,TAP,-0.30
JAN 15 90 Call,"+1,963",WDAY150117C00090000,"2,081",(-22.90%),(+1663.60%),0.93,WDAY,-0.28
JAN 15 35 Call,+153,ACAD150117C00035000,153,(-3.20%),0.00%,0.75,ACAD,-0.02
JAN 15 37 Call,+773,POT150117C00037000,871,(-19.80%),(+788.80%),0.33,POT,-0.08
FEB 15 22 Call,"+4,407",ATVI150220C00022000,"4,508",(+12.60%),(+4363.40%),1.16,ATVI,+0.13
MAR 15 24 Call,"+4,372",QEP150320C00024000,"4,372",(+2.10%),0.00%,1.20,QEP,+0.02
DEC 14 115 Call,"+3,212",UTX141220C00115000,"4,218",(+96.80%),(+319.30%),0.62,UTX,+0.31
DEC 14 68 Put,"+1,510",CL141220P00068000,"4,026",(-32.90%),(+60.00%),0.25,CL,-0.12
JAN 15 57.5 Call,"+4,006",WMB150117C00057500,"4,014",(-9.70%),(+50075.00%),0.28,WMB,-0.03
